mean_af_cfdna	mean_af_gdna	n_variants
0.0067884155424180305	0.004207649559297515	82
0.00866035639228141	0.004207649559297515	35
0.011048494655737266	0.004207649559297515	7
0.014095174451094167	0.004207649559297515	3
0.01798199202672467	0.004207649559297515	3
0.02294061973983507	0.004207649559297515	2
6.713958272260541e-4	0.005272026899910517	1
8.565367143091966e-4	0.005272026899910517	1
0.001092731162763955	0.005272026899910517	4
0.0013940574573484408	0.005272026899910517	8
0.001778476042975813	0.005272026899910517	6
0.0022689000505438503	0.005272026899910517	18
0.0028945610258231027	0.005272026899910517	44
0.003692751265180587	0.005272026899910517	52
0.0047110466094302285	0.005272026899910517	95
0.006010142184634442	0.005272026899910517	111
0.007667470113162647	0.005272026899910517	61
0.009781814827367221	0.005272026899910517	30
0.012479201079980972	0.005272026899910517	10
0.015920405603968405	0.005272026899910517	7
0.020310540151602	0.005272026899910517	3
5.944221237761055e-4	0.006605651740165468	1
7.583371122746862e-4	0.006605651740165468	2
9.674525103472036e-4	0.006605651740165468	2
0.0012342325657379674	0.006605651740165468	5
0.0015745786072552802	0.006605651740165468	8
0.0020087768377295783	0.006605651740165468	10
0.002562707485803305	0.006605651740165468	8
0.0032693873876080653	0.006605651740165468	15
0.004170937943352573	0.006605651740165468	39
0.0053210957481627475	0.006605651740165468	70
0.0067884155424180305	0.006605651740165468	81
0.00866035639228141	0.006605651740165468	78
0.011048494655737266	0.006605651740165468	31
0.014095174451094167	0.006605651740165468	18
0.01798199202672467	0.006605651740165468	2
0.02294061973983507	0.006605651740165468	1
0.029266614803608513	0.006605651740165468	1
8.565367143091966e-4	0.008276633587186675	1
0.0013940574573484408	0.008276633587186675	5
0.001778476042975813	0.008276633587186675	8
0.0022689000505438503	0.008276633587186675	6
0.0028945610258231027	0.008276633587186675	8
0.003692751265180587	0.008276633587186675	10
0.0047110466094302285	0.008276633587186675	23
0.006010142184634442	0.008276633587186675	37
0.007667470113162647	0.008276633587186675	46
0.009781814827367221	0.008276633587186675	54
0.012479201079980972	0.008276633587186675	35
0.015920405603968405	0.008276633587186675	17
0.020310540151602	0.008276633587186675	5
0.02591127710634524	0.008276633587186675	5
0.03305644637072119	0.008276633587186675	1
9.674525103472036e-4	0.010370311095878439	5
0.0012342325657379674	0.010370311095878439	3
0.0015745786072552802	0.010370311095878439	3
0.0020087768377295783	0.010370311095878439	6
0.002562707485803305	0.010370311095878439	1
0.0032693873876080653	0.010370311095878439	2
0.004170937943352573	0.010370311095878439	3
0.0053210957481627475	0.010370311095878439	6
0.0067884155424180305	0.010370311095878439	13
0.00866035639228141	0.010370311095878439	37
0.011048494655737266	0.010370311095878439	50
0.014095174451094167	0.010370311095878439	49
0.01798199202672467	0.010370311095878439	18
0.02294061973983507	0.010370311095878439	5
0.029266614803608513	0.010370311095878439	1
0.03733703586810576	0.010370311095878439	1
0.04763291746486281	0.010370311095878439	1
8.565367143091966e-4	0.012993610396356159	2
0.001778476042975813	0.012993610396356159	6
0.0022689000505438503	0.012993610396356159	2
0.0028945610258231027	0.012993610396356159	1
0.003692751265180587	0.012993610396356159	1
0.0047110466094302285	0.012993610396356159	3
0.006010142184634442	0.012993610396356159	8
0.007667470113162647	0.012993610396356159	12
0.009781814827367221	0.012993610396356159	30
0.012479201079980972	0.012993610396356159	54
0.015920405603968405	0.012993610396356159	50
0.020310540151602	0.012993610396356159	21
0.02591127710634524	0.012993610396356159	6
0.03305644637072119	0.012993610396356159	5
0.053801062822752016	0.012993610396356159	1
9.674525103472036e-4	0.016280505914561816	1
0.0015745786072552802	0.016280505914561816	3
0.0020087768377295783	0.016280505914561816	3
0.002562707485803305	0.016280505914561816	1
0.0032693873876080653	0.016280505914561816	2
0.004170937943352573	0.016280505914561816	3
0.0053210957481627475	0.016280505914561816	3
0.0067884155424180305	0.016280505914561816	3
0.00866035639228141	0.016280505914561816	6
0.011048494655737266	0.016280505914561816	24
0.014095174451094167	0.016280505914561816	27
0.01798199202672467	0.016280505914561816	35
0.02294061973983507	0.016280505914561816	29
0.029266614803608513	0.016280505914561816	11
0.03733703586810576	0.016280505914561816	1
0.04763291746486281	0.016280505914561816	1
6.713958272260541e-4	0.02039886257544035	1
0.0013940574573484408	0.02039886257544035	2
0.001778476042975813	0.02039886257544035	2
0.0022689000505438503	0.02039886257544035	1
0.0028945610258231027	0.02039886257544035	2
0.003692751265180587	0.02039886257544035	2
0.0047110466094302285	0.02039886257544035	1
0.007667470113162647	0.02039886257544035	2
0.009781814827367221	0.02039886257544035	2
0.012479201079980972	0.02039886257544035	6
0.015920405603968405	0.02039886257544035	11
0.020310540151602	0.02039886257544035	30
0.02591127710634524	0.02039886257544035	21
0.03305644637072119	0.02039886257544035	9
0.04217193317703259	0.02039886257544035	2
0.053801062822752016	0.02039886257544035	2
9.674525103472036e-4	0.025559008826593975	1
0.0032693873876080653	0.025559008826593975	4
0.004170937943352573	0.025559008826593975	2
0.0053210957481627475	0.025559008826593975	1
0.00866035639228141	0.025559008826593975	1
0.011048494655737266	0.025559008826593975	4
0.014095174451094167	0.025559008826593975	3
0.01798199202672467	0.025559008826593975	11
0.02294061973983507	0.025559008826593975	24
0.029266614803608513	0.025559008826593975	17
0.03733703586810576	0.025559008826593975	21
0.04763291746486281	0.025559008826593975	2
0.06076794189633511	0.025559008826593975	2
0.001092731162763955	0.03202447831500266	1
0.001778476042975813	0.03202447831500266	1
0.0028945610258231027	0.03202447831500266	2
0.003692751265180587	0.03202447831500266	2
0.007667470113162647	0.03202447831500266	1
0.012479201079980972	0.03202447831500266	4
0.015920405603968405	0.03202447831500266	4
0.020310540151602	0.03202447831500266	6
0.02591127710634524	0.03202447831500266	14
0.03305644637072119	0.03202447831500266	19
0.04217193317703259	0.03202447831500266	13
0.053801062822752016	0.03202447831500266	6
0.06863698537856264	0.03202447831500266	2
0.11171021594103053	0.03202447831500266	1
0.14251488829209696	0.03202447831500266	1
0.0012342325657379674	0.0401254688046032	1
0.002562707485803305	0.0401254688046032	1
0.0032693873876080653	0.0401254688046032	5
0.01798199202672467	0.0401254688046032	1
0.02294061973983507	0.0401254688046032	2
0.029266614803608513	0.0401254688046032	7
0.03733703586810576	0.0401254688046032	9
0.04763291746486281	0.0401254688046032	13
0.06076794189633511	0.0401254688046032	11
0.07752501754779927	0.0401254688046032	3
0.09890294385877574	0.0401254688046032	2
0.2053578244739647	0.0401254688046032	1
0.0013940574573484408	0.05027570569463163	1
0.001778476042975813	0.05027570569463163	1
0.007667470113162647	0.05027570569463163	2
0.012479201079980972	0.05027570569463163	2
0.02591127710634524	0.05027570569463163	2
0.03305644637072119	0.05027570569463163	4
0.04217193317703259	0.05027570569463163	10
0.053801062822752016	0.05027570569463163	18
0.06863698537856264	0.05027570569463163	12
0.08756399064787188	0.05027570569463163	3
0.11171021594103053	0.05027570569463163	1
0.1818141090661783	0.05027570569463163	1
0.00866035639228141	0.06299357137487807	1
0.01798199202672467	0.06299357137487807	1
0.03733703586810576	0.06299357137487807	1
0.04763291746486281	0.06299357137487807	1
0.06076794189633511	0.06299357137487807	14
0.07752501754779927	0.06299357137487807	10
0.09890294385877574	0.06299357137487807	6
0.1261759444027346	0.06299357137487807	1
0.02591127710634524	0.07892857951441098	1
0.053801062822752016	0.07892857951441098	7
0.06863698537856264	0.07892857951441098	9
0.08756399064787188	0.07892857951441098	10
0.11171021594103053	0.07892857951441098	6
0.14251488829209696	0.07892857951441098	3
0.1818141090661783	0.07892857951441098	3
0.3775110066472467	0.07892857951441098	1
0.00866035639228141	0.0988945463512348	1
0.014095174451094167	0.0988945463512348	3
0.029266614803608513	0.0988945463512348	1
0.03733703586810576	0.0988945463512348	1
0.04763291746486281	0.0988945463512348	1
0.06076794189633511	0.0988945463512348	1
0.07752501754779927	0.0988945463512348	5
0.09890294385877574	0.0988945463512348	13
0.1261759444027346	0.0988945463512348	8
0.16096961652278835	0.0988945463512348	3
0.2053578244739647	0.0988945463512348	1
0.02591127710634524	0.12391115307264383	1
0.053801062822752016	0.12391115307264383	1
0.08756399064787188	0.12391115307264383	3
0.11171021594103053	0.12391115307264383	8
0.14251488829209696	0.12391115307264383	3
0.1818141090661783	0.12391115307264383	4
0.23195029411787654	0.12391115307264383	2
0.0053210957481627475	0.1552560219171325	1
0.014095174451094167	0.1552560219171325	1
0.04763291746486281	0.1552560219171325	1
0.07752501754779927	0.1552560219171325	1
0.09890294385877574	0.1552560219171325	1
0.1261759444027346	0.1552560219171325	7
0.16096961652278835	0.1552560219171325	13
0.2053578244739647	0.1552560219171325	3
0.2619863113527981	0.1552560219171325	2
0.3342303976586341	0.1552560219171325	1
0.012479201079980972	0.19452996557462204	1
0.06863698537856264	0.19452996557462204	2
0.14251488829209696	0.19452996557462204	2
0.1818141090661783	0.19452996557462204	7
0.23195029411787654	0.19452996557462204	11
0.2959117926419365	0.19452996557462204	4
0.3775110066472467	0.19452996557462204	2
0.029266614803608513	0.24373874223482075	1
0.03733703586810576	0.24373874223482075	1
0.1261759444027346	0.24373874223482075	2
0.16096961652278835	0.24373874223482075	1
0.2053578244739647	0.24373874223482075	6
0.2619863113527981	0.24373874223482075	9
0.3342303976586341	0.24373874223482075	4
0.42639616605242026	0.24373874223482075	4
0.23195029411787654	0.30539549159290397	4
0.2959117926419365	0.30539549159290397	8
0.3775110066472467	0.30539549159290397	3
0.42639616605242026	0.3826490833181434	1
0.5439771238578313	0.3826490833181434	1
