participant_id	input_dna_concentration	input_dna_volumne	mass_dna	batch	reads_raw_total	coverage_raw_reads	reads_collapsed_total	reads_collapsed_duplex	reads_collapsed_non_duplex	coverage_collapsed_reads	fragments_total	coverage_fragments
ccga_3363	13.3	5.64	75.012	H7FG5CCXY	1899096540	90177.87	118819968	44745513	73760219	4222.718	59422856	4221.278
ccga_3365	13.1	5.73	75.063	H55TVCCXY	1922492964	95413.69	100516712	33097409	67165664	3551.518	50270129	3548.876
ccga_3370	10.91	6.87	74.9517	H5CCCCCXY	2107969704	110270.7	137877212	45618810	91985041	4873.181	68952526	4871.201
ccga_3372	10.8	6.94	74.95200000000001	H72JLCCXY	2604057364	133898.7	96272238	32865550	63222951	3377.234	48149377	3375.888
ccga_3375	13.69	5.48	75.02120000000001	H5WNJCCXY	1960819300	97528.53	99830918	31814264	67778488	3591.807	49926969	3590.387
ccga_3379	8.84	8.48	74.9632	H7CMCCCXY	1961884642	94767.28	97593626	31993374	65413092	3456.891	48804952	3455.648
ccga_3388	15.09	4.97	74.9973	H3WWGCCXY	2041050062	101878.3	112544332	36049990	76213849	4034.254	56282039	4032.73
ccga_3389	16.23	4.62	74.9826	H77FNCCXY	2332733706	111525.5	102492572	31994813	70310174	3663.717	51255898	3662.439
ccga_3395	20.87	3.59	74.9233	H3YNJCCXY	2050661674	105740.1	85512110	33920130	51391237	2944.576	42764339	2943.33
ccga_3396	13.08	5.73	74.9484	H75TVCCXY	1785392812	91404.47	126276286	39339404	86657684	4505.565	63153620	4503.769
ccga_3397	12.15	6.17	74.9655	H3WHGCCXY	2113256412	108065.3	106575114	33463719	72933923	3900.291	53299266	3898.961
ccga_3401	13.55	5.54	75.06700000000001	H3WJNCCXY	1898846870	91616.28	109289652	34449203	74601700	4004.448	54656038	4002.924
ccga_3404	11.68	6.42	74.98559999999999	H75TVCCXY	2061164364	108105	125408610	40386788	84749229	4445.88	62718141	4444.134
ccga_3405	14.58	5.14	74.9412	HCMK5CCXY	2021922826	103844.1	111353128	35683614	75485087	4017.256	55687121	4015.669
ccga_3409	12.41	6.04	74.9564	H5YLGCCXY	1690410852	86989.97	115740898	38414516	77108952	4253.201	57885723	4251.597
ccga_341	14.45	5.19	74.9955	H72VLCCXY	2048405606	103643.4	104248076	30522676	73548527	3785.226	52135365	3783.825
ccga_3417	16.34	4.59	75.00059999999999	H3NKMCCXY	1824495032	90702.57	107810546	36047789	71464216	3921.312	53915058	3919.797
ccga_3419	4.13	18.16	75.0008	H3WHGCCXY	1876906582	94468.17	118763680	31632888	86932091	4419.095	59395646	4417.58
ccga_3420	10.95	6.85	75.0075	H77WNCCXY	1969061520	99964.14	95831436	30363505	65309723	3435.682	47928073	3434.429
ccga_3421	10.94	6.86	75.0484	H77H3CCXY	2453394390	126253.3	123746940	36093086	87450251	4454.607	61888163	4453.015
ccga_3422	14.5	5.17	74.965	H5753CCXY	1770444914	88808.1	89966132	27467945	59867989	3130.153	44861425	3125.277
ccga_3427	14.87	5.04	74.9448	H5777CCXY	1773143486	91797.98	101966612	30134795	71678876	3710.373	50996107	3709.011
ccga_3428	14.18	5.29	75.012199999999993	H3YFGCCXY	2643143392	138431.5	97837280	26982195	70696205	3592.552	48929900	3591.028
ccga_3429	10.39	7.22	75.0158	H3WK2CCXY	2084210268	107467.6	109304514	29689096	79432704	4037.597	54663878	4036.107
ccga_343	11.21	6.69	74.99490000000002	HKMJWALXX	1877323338	93076.48	110578860	39355382	70993165	3841.053	55301844	3839.276
ccga_3439	10.43	7.19	74.99170000000001	H3WJNCCXY	2063558454	104951.7	105327696	32549116	72606175	3794.845	52675262	3793.339
ccga_344	14.09	5.32	74.9588	HKW2MALXX	2695830792	138639.4	118455086	35199775	83093367	4327.572	59243451	4325.938
ccga_3440	15.58	4.81	74.93979999999999	HCLNHCCXY	2688971716	139162	102193180	32261904	69741559	3650.682	51105650	3649.287
ccga_3441	13.98	5.36	74.9328	H5VJ2CCXY	1213536820	63135.09	91304276	23681840	67223531	3430.434	45658239	3428.643
ccga_3444	14.12	5.31	74.9772	H72Y3CCXY	1912220244	89218.55	118575052	42921803	75354977	4212	59299857	4210.412
ccga_3447	12.86	5.83	74.9738	H752VCCXY	1816446644	94376.05	108379420	31228312	76857360	3956.236	54199120	3954.444
ccga_3449	12.14	6.18	75.0252	H3Y73CCXY	1916540860	92801.72	106138874	34104532	71805310	3797.03	53080700	3795.624
ccga_3450	12.54	5.98	74.9892	H55N7CCXY	1845529004	94083.18	98314318	32442921	65693039	3500.15	49168737	3498.773
ccga_3453	13.11	5.72	74.9892	H3YY2CCXY	2093815348	110515.3	96121350	28712756	67274366	3442.722	48069002	3441.38
ccga_346	11.71	6.4	74.944	H77N7CCXY	1986241212	95025.84	133758106	53859160	79308036	4682.218	66891327	4679.842
ccga_3465	12.64	5.93	74.9552	H5WFCCCXY	1687087110	85641.23	76610444	18161386	57701450	2818.347	38230027	2816.934
ccga_3466	12.99	5.77	74.9523	H3YY2CCXY	1928705222	102319.4	94664116	25146141	69394955	3432.855	47340973	3431.461
ccga_3468	13.03	5.76	75.05279999999999	H5TKFCCXY	2153119666	103101	123602654	43207719	80064881	4426.896	61815240	4425.073
ccga_3469	15.32	4.9	75.06800000000001	HF57WCCXY	1913195530	98646.43	85295102	23954226	61212996	3082.629	42656425	3081.51
ccga_347	11.11	6.75	74.99249999999999	H77LCCCXY	2046085954	102679	107464118	34292730	72932562	3876.97	53743323	3875.269
ccga_3471	14.05	5.34	75.027	H3WKLCCXY	1532223334	81112.29	103408332	30725909	72450719	3837.063	51716014	3835.675
ccga_3473	10.12	7.41	74.9892	H3HWGCCXY	2146829120	105500.6	128303030	49020960	79037298	4406.495	64165390	4404.729
ccga_3475	13.83	5.42	74.9586	H3WGLCCXY	2148978214	107777	100341760	34038190	66092060	3569.889	50181979	3568.524
ccga_3476	10.58	7.09	75.012199999999993	H3WGTCCXY	1903925988	100670.2	112975986	30871659	81821724	4022.564	56499098	4021.061
ccga_3478	11.27	6.65	74.9455	H5YNYCCXY	2065861706	103263.3	103728092	31270335	72249660	3751.452	51873927	3750.039
ccga_348	12.15	6.17	74.9655	H2CKJCCXY	2301578198	119847.3	107932558	31197608	76512933	3943.973	53977113	3942.397
ccga_3488	13.72	5.47	75.0484	H3TNMCCXY	1884836632	95178.62	111483936	31179238	80128294	4108.428	55755198	4106.781
ccga_349	10	7.5	75	HCMTLCCXY	2701607702	140569	114724034	35621744	78943006	3969.797	57374731	3968.321
ccga_3490	16.22	4.62	74.93639999999999	H3WGLCCXY	1978484564	97471.42	104145032	34491190	69401416	3731.956	52085487	3730.447
ccga_3491	15.15	4.95	74.9925	HFYVJCCXY	2558584870	127197.1	126040066	51112002	74591732	4344.753	63031754	4342.992
ccga_3495	15.91	4.71	74.9361	H3WWNCCXY	2661675998	135853.8	112299320	34345559	77783556	4043.013	56165859	4041.372
ccga_3497	7.6	9.87	75.01199999999999	H77WKCCXY	2856345092	147515	143198426	35985410	106995482	5244.259	71617119	5242.166
ccga_3505	15.5	4.84	75.02	H5M2MCCXY	1956704686	100827.9	97480004	30746020	66557902	3551.014	48750220	3549.671
ccga_3509	12.88	5.82	74.9616	H3Y3TCCXY	1825728046	93159.8	118829070	37473030	81135991	4233.755	59427940	4232.12
ccga_351	13.8	5.43	74.934	H2J3HCCXY	2010117818	106329.4	108890646	29908812	78777966	3985.4	54457228	3983.802
ccga_3513	13.68	5.48	74.96640000000001	H7C3KCCXY	1979001044	103769.6	95730726	26842259	68717017	3538.488	47875244	3537.161
ccga_352	13.14	5.71	75.02940000000001	H2HHLCCXY	2069035800	102180.5	122714020	44784595	77623873	4378.712	61369613	4377.052
ccga_3522	13.47	5.57	75.0279	H3Y23CCXY	1828294984	73672.94	120497476	38543967	81690987	4151.137	60439553	3910.68
ccga_3523	15.05	4.98	74.94900000000001	H3M3NCCXY	1768596736	91533.46	94224994	27728092	65870741	3433.702	47114334	3431.719
ccga_3525	15.51	4.84	75.0684	H3YF3CCXY	1874653070	93671.28	112007190	37114757	74617673	4028.078	56015738	4026.471
ccga_3534	13.96	5.37	74.96520000000001	H5YCMCCXY	2263488148	116959.5	94785714	28806174	65768611	3382.447	47402318	3381.277
ccga_3536	6.77	11.08	75.0116	H3WGCCCXY	1963711678	101136.4	108129850	32024097	74389738	3865.17	54068262	3863.731
ccga_354	14.04	5.34	74.97359999999999	HKWMYALXX	1899189646	96378.75	100421370	33029912	67191125	3476.933	50220808	3475.212
ccga_3544	13.46	5.57	74.97220000000002	H55N7CCXY	2111214580	109760.2	102883096	33963338	68716427	3702.763	51453097	3701.398
ccga_3546	12.36	6.07	75.0252	H77TLCCXY	2068366698	107737.6	102280342	31248670	70846915	3717.361	51153872	3716.003
ccga_3547	27.63	2.71	74.87729999999999	H3YNJCCXY	1806095990	92841.32	85269996	31955497	53129135	3001.021	42643631	2999.824
ccga_3558	14.54	5.16	75.0264	H5WFTCCXY	2658394318	136605.6	102077316	33468951	68432063	3685.815	51049622	3684.412
ccga_356	13.86	5.41	74.9826	H3WFWCCXY	1924894488	99088.46	108491144	36277700	71995489	3867.937	54256993	3866.46
ccga_3560	14.94	5.02	74.99879999999999	H5TJFCCXY	2079062606	108406.3	98861936	31742354	66943367	3521.341	49442676	3519.979
ccga_3565	15.56	4.82	74.9992	H5VK3CCXY	2166737338	104487	107101756	35913838	70987845	3917.004	53560275	3915.744
ccga_357	12.04	6.23	75.00919999999999	H77VYCCXY	2545481858	131795.5	123846656	40427189	83160143	4457.018	61937089	4455.338
ccga_3570	12.82	5.85	74.997	H5777CCXY	2015430828	103231.7	83409326	23890433	59402899	2987.081	41714652	2985.929
ccga_3574	17.03	4.4	74.93200000000002	H77W3CCXY	1910290530	100868.5	83349052	21716855	61506057	3115.514	41683219	3114.384
ccga_3575	13.12	5.72	75.04639999999999	H3WKCCCXY	1736905492	87519.39	100445878	28034473	68518842	3562.942	49809689	3560.734
ccga_3577	14.32	5.24	75.0368	HCMTJCCXY	2018427926	105046.2	113299894	36578923	76541116	4044.257	56664399	4042.325
ccga_3579	14.04	5.34	74.97359999999999	H3TK7CCXY	1982848084	105676.6	88668886	28696072	59388644	3049.565	44317517	3047.744
ccga_3580	13.3	5.64	75.012	HCMW5CCXY	2064529962	104174.9	102036546	31425081	70461742	3630.136	51031086	3628.476
ccga_3582	14.57	5.15	75.03550000000001	HG2NTCCXY	2865554448	141310.1	141419704	60236223	80716499	4815.158	70720587	4813.206
ccga_3583	12.04	6.23	75.00919999999999	H55KKCCXY	2085525864	103467.9	103512750	33641177	69706029	3697.879	51766779	3696.572
ccga_3584	13.97	5.37	75.0189	H3YJVCCXY	2049490406	103910.9	111853714	35659181	75976054	4106.842	55940056	4105.255
ccga_3586	15.04	4.99	75.0496	H575WCCXY	1761273748	85001.37	119763072	48271572	71180250	4232.086	59896691	4230.22
ccga_3587	13.23	5.67	75.0141	H72J2CCXY	1910598312	90194.05	124713912	46745680	77716972	4450.101	62372225	4448.353
ccga_359	13.26	5.66	75.05160000000001	H2CL5CCXY	2610018152	136621.6	117719166	33704930	83815148	4332.433	58871246	4330.902
ccga_3593	9.99	7.51	75.0249	HCLG3CCXY	2042038940	99610.27	117170932	37529836	79388120	4242.43	58594415	4240.973
ccga_3598	14.15	5.3	74.995	H3TWNCCXY	2493960530	129918	111646144	32281458	79161539	4059.947	55834614	4058.149
ccga_36	14.61	5.13	74.9493	HF23MCCXY	2116289778	107962.7	97430820	27235704	70043756	3569.323	48723179	3568.106
ccga_3602	16.29	4.6	74.93399999999998	HFYWMCCXY	1981361434	93352.87	129858880	51761475	77387286	4472.91	64938886	4470.579
ccga_3605	18.26	4.11	75.04860000000001	H3Y5GCCXY	2059888962	106827.8	121412372	39033640	82122681	4306.525	60717695	4304.927
ccga_3611	11.59	6.47	74.98729999999999	H77FNCCXY	1994321560	92652.06	82963772	33158168	49590049	2847.391	41488409	2846.311
ccga_3615	15.58	4.81	74.93979999999999	H77YHCCXY	1857597844	90423.55	109866310	34943772	74577527	3919.409	54943759	3917.671
ccga_3616	11.09	6.76	74.9684	H55K5CCXY	1928275722	99779.81	105521406	31268804	74058092	3846.84	52773342	3845.26
ccga_3618	14.35	5.23	75.0505	H575WCCXY	1693095932	85187.52	114679250	47114201	67272659	4076.361	57352493	4074.706
ccga_3620	9.13	8.21	74.95730000000002	H3WGCCCXY	1712658928	88081.85	101147556	30956312	68540160	3610.755	50577134	3609.39
ccga_3622	9.93	7.55	74.97149999999999	H3YK7CCXY	2044277946	106521.4	98681940	28119179	70435791	3432.464	49351858	3430.643
ccga_3624	12.63	5.94	75.02220000000001	H3WKCCCXY	1856829634	93623.49	93729100	25914839	64741380	3339.716	46552115	3337.224
ccga_3625	15.38	4.88	75.0544	H77G5CCXY	2351152132	120957.3	109354288	35974268	73222216	3926.637	54690686	3925.2
ccga_3629	11.61	6.46	75.00059999999999	H77L5CCXY	2670247984	136435.4	104223414	36985319	66973462	3661.821	52118906	3660.501
ccga_3633	12.42	6.04	75.0168	H3HWMCCXY	1837716268	95035.32	118853308	45089910	73498507	4194.889	59441436	4193.101
ccga_3634	10.13	7.4	74.962	HCN25CCXY	2001617916	99575.6	98777360	27949546	70706950	3514.893	49398352	3513.627
ccga_3637	13.02	5.76	74.9952	H5VTFCCXY	1954639766	102310.9	99471556	30135037	69131150	3525.28	49744094	3523.858
ccga_3643	10.42	7.2	75.024	H77M3CCXY	2045607170	100532.5	122262744	41895222	80076477	4290.029	61142366	4288.207
ccga_3645	11.82	6.35	75.057	H2J2YCCXY	2094802426	110596.4	101750810	33837245	67712691	3654.415	50885703	3652.907
ccga_3646	14.8	5.07	75.036	H7327CCXY	2011766256	105466.1	97166540	28053406	68968285	3516.428	48595435	3514.921
ccga_3648	13.45	5.58	75.051	H73HMCCXY	2744366958	139659.3	117135220	41560571	75375974	4129.619	58580778	4128.069
ccga_365	13.97	5.37	75.0189	H575JCCXY	2846640582	146376.4	120918880	39234698	81435663	4340.919	60473905	4338.87
ccga_3652	11.78	6.37	75.0386	H5YL3CCXY	2053667768	105473.4	121020636	38735020	81985857	4368.103	60521482	4366.148
ccga_3654	11.19	6.7	74.973	HFYWMCCXY	1872283098	89877.63	135635468	52477696	82418465	4660.988	67826505	4658.49
ccga_3655	14.79	5.07	74.9853	H77T7CCXY	2060088356	105072.5	105985464	33013419	72756581	3828.787	53002564	3827.443
ccga_3658	14.5	5.17	74.965	HCML7CCXY	1884046710	95574.43	99537466	32176027	67179523	3592.644	49778865	3591.327
ccga_3662	15.98	4.69	74.9462	H3NKMCCXY	1842843098	94177.33	105097572	35265844	69595326	3824.236	52558935	3822.833
ccga_3669	14.11	5.32	75.0652	H5N2TCCXY	1797776798	92185.56	117953006	42758311	74912313	4224.229	58987648	4222.772
ccga_367	14.04	5.34	74.97359999999999	H77HCCCXY	2079937850	108050	100870318	30904087	69822685	3646.75	50446693	3645.51
ccga_3672	8.15	9.2	74.98	H3TM7CCXY	2032124396	103996.7	98359622	31505802	66669909	3492.61	49190895	3491.203
ccga_3673	8.68	8.64	74.9952	H7C77CCXY	2056235686	100364.1	112041904	31957950	79856913	4060.095	56030229	4058.583
ccga_3678	13.84	5.42	75.0128	H5MWFCCXY	2531990278	132431.2	105766500	28800528	76762721	3912.282	52894644	3910.677
ccga_3679	13.16	5.7	75.012	H5TTMCCXY	2115406844	110036	104510348	31896534	72446277	3733.998	52267545	3732.365
ccga_368	15.16	4.95	75.042	H73KWCCXY	2581986606	130952.9	112418992	39269760	72970319	3990.779	56224645	3989.299
ccga_3681	12.83	5.85	75.0555	H75M7CCXY	2040026220	101618.7	93166944	32041313	60945204	3288.796	46595334	3287.429
ccga_3682	13.96	5.37	74.96520000000001	H3VT5CCXY	2033070260	99994.93	116168098	36626181	79315431	4170.453	58098360	4168.798
ccga_3683	13.29	5.64	74.95559999999999	H5CCCCCXY	2097282348	109265.6	128753564	40434133	88075415	4584.912	64390417	4583.065
ccga_369	14.25	5.26	74.955	HKWKMALXX	1932566730	99389.91	107567184	36302751	71051370	3839.385	53797803	3837.42
ccga_3700	13.07	5.74	75.0218	H55NYCCXY	1897674668	91157.06	111131374	37326106	73511987	3971.879	55576350	3970.298
ccga_3704	13.6	5.51	74.93599999999999	HG2LYCCXY	1966474222	100255.4	118748876	44941280	73457301	4146.12	59384991	4144.507
ccga_3705	12.39	6.05	74.9595	H5V7MCCXY	1894689280	97278.49	130136522	36481336	93451732	4799.833	65083647	4798.184
ccga_3708	14.14	5.3	74.94200000000001	H3YVGCCXY	1782280844	91259.88	118430580	38127242	80051776	4292.37	59227549	4290.705
ccga_3713	12.83	5.85	75.0555	H55K5CCXY	2086768646	109489.9	112603240	38162680	74211087	4059.08	56313770	4057.468
ccga_3714	12.48	6.01	75.0048	H3THHCCXY	1636253480	81629.77	104489028	31431446	68158098	3683.714	52182379	3680.202
ccga_3715	13.63	5.5	74.965	H3WK2CCXY	1953756854	101641.6	92836428	26011402	66677688	3434.196	46428689	3432.989
ccga_3716	15.48	4.84	74.9232	H73FFCCXY	2398213368	125425.2	93226472	24348215	68749347	3454.13	46623400	3452.933
ccga_3717	11.69	6.42	75.04979999999999	H7CMCCCXY	1683140442	84019.49	107408826	33329115	73835917	3822.703	53715834	3821.103
ccga_3719	7.79	9.63	75.0177	H77WKCCXY	2416253674	124921.9	123712402	31739486	91789157	4544.323	61872639	4542.602
ccga_3720	14.52	5.17	75.0684	H77J2CCXY	2843360784	147545.4	111698960	34113618	77405543	4038.272	55863481	4036.671
ccga_3722	11.43	6.56	74.98079999999999	H77G5CCXY	2448255270	125933.7	118794350	37377610	81256101	4231.902	59410504	4230.37
ccga_3723	9.52	7.88	75.0176	H3WGTCCXY	1776956270	92401.83	111963676	32078791	79603025	4057.993	55991375	4056.524
ccga_3725	13.98	5.36	74.9328	H3TNMCCXY	1688729826	85882.41	103171114	30073147	72921474	3768.838	51595539	3767.292
ccga_3728	14.24	5.27	75.0448	H55K5CCXY	1822526596	93442.22	108163624	35216210	72748858	3917.403	54093877	3915.865
ccga_373	12.41	6.04	74.9564	H2F77CCXY	1859954594	95593.62	108478266	33020007	75171943	3903.715	54249736	3902.138
ccga_3732	13.26	5.66	75.05160000000001	H725VCCXY	1837384618	94816	94807902	30796349	63784085	3426.074	47414476	3424.808
ccga_3734	5.84	12.84	74.98559999999999	H7C77CCXY	1935506706	93231.37	110877114	32782189	77821066	3967.155	55447363	3965.569
ccga_3738	13.2	5.68	74.976	H55NYCCXY	1969173878	98811.2	104675944	35663118	68792525	3717.315	52348990	3715.841
ccga_3739	12.55	5.98	75.049	H3KF2CCXY	1885211630	96398.43	95322118	27778532	67311598	3487.838	47668559	3486.112
ccga_374	14.66	5.12	75.0592	HFYCHCCXY	2767292376	140338.5	129360810	49396297	79731297	4537.36	64695592	4535.687
ccga_3746	14.89	5.04	75.04560000000001	H73FHCCXY	2075941510	107429.6	107578374	41888019	65413665	3807.408	53801033	3805.954
ccga_3748	14.11	5.32	75.0652	H3WNCCCXY	2077103448	105172.3	100267798	29766934	70290466	3667.436	50142610	3666.002
ccga_3752	13.89	5.4	75.00600000000001	H55KKCCXY	1853712772	90761.93	103433548	35393489	67839305	3677.582	51727139	3676.259
ccga_3754	13.48	5.56	74.94879999999999	H3WHMCCXY	2051992720	108436.4	98196450	30877433	67149491	3545.718	49107734	3544.523
ccga_3756	13.78	5.44	74.9632	HCMNWCCXY	2775593594	143419.4	97708824	30375460	67183750	3555.507	48866452	3553.982
ccga_3760	14.06	5.33	74.9398	H72W7CCXY	2740331708	141352.6	112072708	34485895	77427045	4104.648	56049868	4103.201
ccga_3773	15.53	4.83	75.0099	H723YCCXY	1732653400	88451.58	85379822	30435740	54737252	2992.708	42699867	2991.448
ccga_3774	15.54	4.83	75.0582	H5VLFCCXY	2093534148	107355.3	104203868	31968363	72048361	3767.802	52113336	3766.246
ccga_3778	11.17	6.71	74.9507	H7C7YCCXY	2001435448	101539	97265376	34843220	62207770	3506.35	48642548	3505.131
ccga_3779	11.32	6.63	75.05160000000001	H3WGTCCXY	2099475594	111446	107875726	31049569	76553390	3884.259	53946319	3882.837
ccga_3781	16.68	4.5	75.06	H75M7CCXY	1887114896	92411.03	92926130	34574635	58144775	3243.185	46474107	3241.779
ccga_3792	9.2	8.15	74.98	H77GWCCXY	2181128254	107043.6	118377960	32993690	85177731	4272.304	59199899	4270.677
ccga_3796	15	5	75	HG23JCCXY	2015284832	99533.3	120999710	47150247	73511980	4253.753	60510025	4251.819
ccga_3797	13.95	5.38	75.05099999999999	H72W7CCXY	2831226432	146648.4	99902368	30253899	69515023	3602.375	49961738	3601.235
ccga_3799	13.7	5.47	74.939	H5VKWCCXY	2055246316	103275.7	113377214	33569558	79559032	4128.778	56701070	4127.029
ccga_3808	17.34	4.33	75.0822	H5TJFCCXY	1817798768	94361.15	97869710	31346153	66367069	3506.295	48947153	3504.911
ccga_3812	13.11	5.72	74.9892	H3WVNCCXY	2095022654	102035.6	104036670	29845455	69911525	3645.745	51988570	3639.812
ccga_3814	13.09	5.73	75.0057	HFYVJCCXY	2766494044	137771.6	132801734	52510648	79934386	4560.717	66413727	4558.862
ccga_3818	13.08	5.73	74.9484	H3YF3CCXY	1923998568	98538.74	115592476	37619196	77743686	4134.346	57806441	4132.869
ccga_382	15.22	4.93	75.0346	HKWMYALXX	1970772746	100093.3	115878638	35307972	80302960	4189.707	57951560	4187.839
ccga_3820	12.82	5.85	74.997	H3WTJCCXY	1853106060	93704.18	114942470	36321632	78337908	4166.671	57479878	4165.181
ccga_383	12.99	5.77	74.9523	HKWHVALXX	1952431870	97636.61	114090100	40837635	72993259	3936.148	57059620	3934.03
ccga_3831	12.56	5.97	74.9832	H3WTJCCXY	1895950952	94230.96	106232942	31954985	74039165	3844.792	53125494	3843.24
ccga_3833	12.25	6.12	74.97	H5VLFCCXY	1902624096	96448.49	104237012	30808739	73214937	3785.418	52129392	3783.807
ccga_3835	13.12	5.72	75.04639999999999	H3WFTCCXY	1969907290	99776.38	118411954	38410143	79669357	4180.311	59218308	4178.342
ccga_3836	12.22	6.14	75.0308	H73FNCCXY	2442005188	125875.6	96305678	25796927	70379729	3455.32	48163844	3454.002
ccga_3845	10.32	7.27	75.0264	H3WH2CCXY	1978877622	101114.8	103103170	31037645	71884608	3725.971	51564119	3724.564
ccga_3846	14.01	5.35	74.95349999999999	HG2HYCCXY	2004786742	101855.5	125039834	47459111	77187507	4392.656	62531273	4391.033
ccga_3847	14.12	5.31	74.9772	H75KYCCXY	1905365604	91912.65	102494716	34320942	67897938	3731.848	51256644	3730.495
ccga_3849	14.05	5.34	75.027	HFWYNCCXY	1811842048	94945.04	96069524	27359031	68468659	3518.957	48041975	3517.58
ccga_385	17.78	4.22	75.0316	HL2GWALXX	1833435628	89589.92	96617162	31302861	65099618	3448.526	48318363	3447.196
ccga_3854	12.16	6.17	75.0272	H3WKTCCXY	2005451658	99630.73	107066082	32084248	74797207	3867.184	53545809	3865.598
ccga_3862	12.18	6.16	75.0288	H3WWGCCXY	1850988292	89723.04	111111656	37674489	73087704	3950.918	55563524	3949.349
ccga_3866	14.89	5.04	75.04560000000001	H3NH2CCXY	2063197892	106127.9	106015624	34021753	71792649	3878.203	53018924	3876.879
ccga_3869	20.67	3.63	75.0321	H3YNJCCXY	2035999712	106503.6	88138362	33539732	54394344	3085.776	44076791	3084.508
ccga_387	15.85	4.73	74.9705	HKWY2ALXX	2662565308	137802.6	113876186	31895701	81779897	4207.927	56949977	4206.034
ccga_3873	19.3	3.89	75.077	HCT3LCCXY	1925430932	96104.01	101052762	35360023	65377633	3627.586	50535122	3626.189
ccga_3875	14.21	5.28	75.0288	H3YVGCCXY	1853762160	95985.79	116759150	33151107	83364592	4301.47	58390773	4299.86
ccga_3876	12.9	5.81	74.949	H5T5FCCXY	2080155428	105767	111044730	35630228	75202416	4087.998	55534429	4086.578
ccga_3877	13.75	5.45	74.9375	H77WMCCXY	1761219410	90978.88	109673258	31431488	77999049	3994.096	54851337	3992.344
ccga_3879	14.36	5.22	74.9592	H3NKMCCXY	1895953536	96017.85	101899072	33638876	68040415	3672.485	50959945	3671.075
ccga_388	16.35	4.59	75.04650000000001	H5W53CCXY	1897133426	99753.2	85879046	18191043	67535891	3212.71	42946890	3211.618
ccga_3880	17.24	4.35	74.99399999999999	H7FG5CCXY	2087404178	103411.6	102920760	40757497	61951454	3626.775	51472015	3625.54
ccga_3884	14.34	5.23	74.99820000000001	H5VYCCCXY	1884437248	90287.82	119908286	40219522	79428997	4274.377	59969012	4272.555
ccga_3886	14.63	5.13	75.0519	HCMJNCCXY	2788509598	146378.5	94621104	25503338	68991836	3501.395	47322205	3500.164
ccga_389	12.94	5.8	75.05199999999999	H3LTYCCXY	2748828462	141083.2	114168664	35158190	78774485	4081.765	57114353	4080.295
ccga_3890	16.03	4.68	75.0204	H77LFCCXY	2145560310	112199.6	102483544	37212391	65062795	3620.191	51254192	3618.712
ccga_3891	17.35	4.32	74.95200000000001	H5YLGCCXY	2085975918	109782.4	114863290	38653910	75981846	4181.963	57443755	4180.451
ccga_3900	15.94	4.71	75.0774	H5VK3CCXY	1955473640	93717.11	108812472	36561555	72014911	3935.869	54418132	3934.493
ccga_3904	12.25	6.12	74.97	H3WKFCCXY	1777885364	87901.98	97804844	32723316	64830663	3490.751	48912006	3489.414
ccga_3905	11.91	6.3	75.033	H77L5CCXY	2789045218	143727.2	118619672	39677610	78683850	4204.802	59321443	4203.252
ccga_391	15.08	4.97	74.9476	H225LCCXY	2638569508	131908.6	127562292	44898807	82353982	4572.396	63792949	4570.467
ccga_3911	12.32	6.09	75.0288	H7CNYCCXY	1977052656	96183.94	131527900	44716545	86559000	4642.762	65782511	4640.804
ccga_3915	17.09	4.39	75.0251	H73FLCCXY	2560582654	130243.1	107538066	39425253	67912422	3794.121	53780346	3792.587
ccga_3918	12.51	6	75.06	H55TVCCXY	1949396882	99544.19	103642856	34510056	68870009	3734.464	51832655	3732.168
ccga_392	9.42	7.96	74.9832	H5V3FCCXY	1656091620	84421.08	142749822	45828992	96668254	5239.308	71392220	5237.253
ccga_3920	13.81	5.43	74.9883	H3WGLCCXY	2003688792	102290.5	90568550	29345461	61065881	3178.682	45294643	3177.43
ccga_3927	11.76	6.38	75.0288	H77WCCCXY	2031940824	105373.1	123403500	36311680	86884699	4521.348	61714305	4519.852
ccga_3929	13.96	5.37	74.96520000000001	H5VTFCCXY	1984602818	96476.01	100404866	28868294	71312399	3619.276	50210276	3617.877
ccga_393	12.59	5.96	75.0364	H3KK3CCXY	1884746258	97111.11	119455298	36893245	82282778	4290.07	59741863	4288.222
ccga_3931	14.59	5.14	74.9926	H3WWGCCXY	1876498846	94862.65	111997330	34586439	77143208	4066.237	56007733	4064.813
ccga_3934	12.44	6.03	75.0132	H55NYCCXY	1991622776	99544.12	104092026	34576885	69300942	3712.338	52056021	3710.837
ccga_3936	15.71	4.77	74.9367	H3WTVCCXY	1976167030	101698.6	102076616	30957760	70946104	3693.942	51048772	3692.458
ccga_3938	13.49	5.56	75.00439999999999	H3YVNCCXY	1906854510	92605.67	119660236	40474052	78894515	4236.766	59841486	4234.795
ccga_394	13.7	5.47	74.939	H5VNFCCXY	1795014858	93754.86	87118436	21508159	65454759	3206.388	43568319	3204.913
ccga_3951	12.41	6.04	74.9564	H72JMCCXY	2019497542	96627.36	140180586	55922560	83806618	4945.842	70101398	4943.8
ccga_3960	14.39	5.21	74.9719	H77KYCCXY	2725769384	138938.8	93059172	34029384	58804006	3334.486	46539239	3333.162
ccga_3961	13.74	5.46	75.0204	H3Y73CCXY	1957586648	98420.71	107292546	34120069	72973265	3890.272	53657287	3888.897
